# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
262            	p              	-4.64643371e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13747853e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
262            	U              	(2.17028802e-01 -3.25473711e-01 -3.22352653e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19432947e+00 2.18498854e-01 1.18835343e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
263            	p              	-4.64624321e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13758087e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
263            	U              	(2.17027528e-01 -3.25471926e-01 -3.22350563e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19432247e+00 2.18501939e-01 1.18833626e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
264            	p              	-4.64605785e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13768044e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
264            	U              	(2.17026288e-01 -3.25470188e-01 -3.22348529e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19431565e+00 2.18504940e-01 1.18831962e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
265            	p              	-4.64587731e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13777749e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
265            	U              	(2.17025081e-01 -3.25468498e-01 -3.22346549e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19430901e+00 2.18507860e-01 1.18830348e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
266            	p              	-4.64570145e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13787212e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
266            	U              	(2.17023907e-01 -3.25466852e-01 -3.22344622e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19430255e+00 2.18510700e-01 1.18828779e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
267            	p              	-4.64553029e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13796422e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
267            	U              	(2.17022764e-01 -3.25465251e-01 -3.22342746e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19429627e+00 2.18513464e-01 1.18827255e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
268            	p              	-4.64536384e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13805369e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
268            	U              	(2.17021652e-01 -3.25463692e-01 -3.22340921e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19429015e+00 2.18516154e-01 1.18825773e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
269            	p              	-4.64520184e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13814080e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
269            	U              	(2.17020570e-01 -3.25462175e-01 -3.22339145e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19428420e+00 2.18518771e-01 1.18824333e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
270            	p              	-4.64504412e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13822567e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
270            	U              	(2.17019516e-01 -3.25460699e-01 -3.22337417e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19427840e+00 2.18521318e-01 1.18822931e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
271            	p              	-4.64489055e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13830833e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
271            	U              	(2.17018491e-01 -3.25459263e-01 -3.22335736e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19427276e+00 2.18523796e-01 1.18821567e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
272            	p              	-4.64474108e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13838877e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
272            	U              	(2.17017494e-01 -3.25457865e-01 -3.22334099e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19426728e+00 2.18526208e-01 1.18820239e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
273            	p              	-4.64459563e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13846704e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
273            	U              	(2.17016523e-01 -3.25456505e-01 -3.22332506e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19426194e+00 2.18528555e-01 1.18818948e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
274            	p              	-4.64445409e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13854321e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
274            	U              	(2.17015578e-01 -3.25455181e-01 -3.22330956e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19425674e+00 2.18530840e-01 1.18817692e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
275            	p              	-4.64431632e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13861737e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
275            	U              	(2.17014659e-01 -3.25453892e-01 -3.22329447e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19425168e+00 2.18533062e-01 1.18816469e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
276            	p              	-4.64418221e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13868958e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
276            	U              	(2.17013764e-01 -3.25452639e-01 -3.22327979e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19424676e+00 2.18535225e-01 1.18815279e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
277            	p              	-4.64405167e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13875988e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
277            	U              	(2.17012893e-01 -3.25451418e-01 -3.22326550e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19424197e+00 2.18537330e-01 1.18814121e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
278            	p              	-4.64392462e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13882830e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
278            	U              	(2.17012046e-01 -3.25450231e-01 -3.22325160e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19423731e+00 2.18539379e-01 1.18812994e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
279            	p              	-4.64380097e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13889489e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
279            	U              	(2.17011221e-01 -3.25449075e-01 -3.22323806e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19423277e+00 2.18541372e-01 1.18811897e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
280            	p              	-4.64368062e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13895971e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
280            	U              	(2.17010418e-01 -3.25447951e-01 -3.22322490e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19422836e+00 2.18543312e-01 1.18810829e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
281            	p              	-4.64356348e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13902281e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
281            	U              	(2.17009637e-01 -3.25446856e-01 -3.22321208e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19422406e+00 2.18545200e-01 1.18809790e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
282            	p              	-4.64344947e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13908423e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
282            	U              	(2.17008877e-01 -3.25445791e-01 -3.22319961e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19421988e+00 2.18547038e-01 1.18808778e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
283            	p              	-4.64333850e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13914403e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
283            	U              	(2.17008138e-01 -3.25444754e-01 -3.22318747e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19421581e+00 2.18548826e-01 1.18807794e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
284            	p              	-4.64323027e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13920255e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
284            	U              	(2.17007418e-01 -3.25443746e-01 -3.22317569e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19421185e+00 2.18550566e-01 1.18806837e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
285            	p              	-4.64312497e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13925942e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
285            	U              	(2.17006717e-01 -3.25442764e-01 -3.22316421e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19420799e+00 2.18552260e-01 1.18805907e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
286            	p              	-4.64302266e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13931455e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
286            	U              	(2.17006036e-01 -3.25441809e-01 -3.22315303e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19420424e+00 2.18553907e-01 1.18805000e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
287            	p              	-4.64292318e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13936810e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
287            	U              	(2.17005372e-01 -3.25440880e-01 -3.22314213e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19420059e+00 2.18555511e-01 1.18804116e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
288            	p              	-4.64282632e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13942026e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
288            	U              	(2.17004727e-01 -3.25439975e-01 -3.22313153e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19419704e+00 2.18557072e-01 1.18803256e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
289            	p              	-4.64273196e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13947116e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
289            	U              	(2.17004098e-01 -3.25439094e-01 -3.22312122e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19419358e+00 2.18558591e-01 1.18802420e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
290            	p              	-4.64264009e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13952074e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
290            	U              	(2.17003487e-01 -3.25438238e-01 -3.22311119e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19419022e+00 2.18560069e-01 1.18801607e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
291            	p              	-4.64255070e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13956897e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
291            	U              	(2.17002892e-01 -3.25437404e-01 -3.22310143e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19418694e+00 2.18561507e-01 1.18800816e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
292            	p              	-4.64246374e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13961585e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
292            	U              	(2.17002313e-01 -3.25436592e-01 -3.22309192e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19418376e+00 2.18562907e-01 1.18800046e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
293            	p              	-4.64237912e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13966147e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
293            	U              	(2.17001749e-01 -3.25435802e-01 -3.22308267e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19418066e+00 2.18564269e-01 1.18799296e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
294            	p              	-4.64229674e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13970590e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
294            	U              	(2.17001200e-01 -3.25435034e-01 -3.22307367e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19417764e+00 2.18565595e-01 1.18798566e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
295            	p              	-4.64221654e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13974917e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
295            	U              	(2.17000667e-01 -3.25434286e-01 -3.22306491e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19417470e+00 2.18566885e-01 1.18797855e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
296            	p              	-4.64213848e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13979129e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
296            	U              	(2.17000147e-01 -3.25433558e-01 -3.22305639e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19417185e+00 2.18568141e-01 1.18797164e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
297            	p              	-4.64206252e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13983227e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
297            	U              	(2.16999642e-01 -3.25432849e-01 -3.22304809e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19416906e+00 2.18569363e-01 1.18796492e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
298            	p              	-4.64198875e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13987199e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
298            	U              	(2.16999150e-01 -3.25432160e-01 -3.22304002e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19416636e+00 2.18570552e-01 1.18795839e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
299            	p              	-4.64191677e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	6.13991084e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
299            	U              	(2.16998671e-01 -3.25431489e-01 -3.22303216e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19416372e+00 2.18571709e-01 1.18795202e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
300            	p              	-4.64184665e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	6.13994875e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
300            	U              	(2.16998205e-01 -3.25430836e-01 -3.22302452e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.19416116e+00 2.18572835e-01 1.18794581e-19)	(4.27276335e-01 2.14647947e+00 3.17318174e-17)
